13 1765360748 4.600000 1 4.600000 4.600000 4.600000
13 1765360758 4.600000 1 4.600000 4.600000 4.600000
13 1765360763 2.200000 1 2.200000 2.200000 2.200000
13 1765360768 0.200000 1 0.200000 0.200000 0.200000
13 1765360773 7.800000 2 7.800000 7.800000 7.800000
13 1765360773 0.200000 1 0.200000 0.200000 0.200000
13 1765360778 0.400000 1 0.400000 0.400000 0.400000
13 1765360778 0.200000 1 0.200000 0.200000 0.200000
13 1765360783 7.800000 2 7.800000 7.800000 7.800000
13 1765360783 0.200000 1 0.200000 0.200000 0.200000
13 1765360788 0.800000 1 0.800000 0.800000 0.800000
13 1765360788 0.200000 1 0.200000 0.200000 0.200000
13 1765360793 1.800000 2 1.800000 1.800000 1.800000
13 1765360793 0.200000 1 0.200000 0.200000 0.200000
13 1765360798 0.800000 1 0.800000 0.800000 0.800000
13 1765360803 6.800000 1 6.800000 6.800000 6.800000
13 1765360803 0.800000 1 0.800000 0.800000 0.800000
13 1765360808 7.800000 3 7.800000 7.800000 7.800000
13 1765360803 0.200000 1 0.200000 0.200000 0.200000
13 1765360808 0.200000 1 0.200000 0.200000 0.200000
13 1765360813 4.800000 4 4.800000 4.800000 4.800000
13 1765360818 10.000000 4 10.000000 10.000000 10.000000
13 1765360818 0.400000 2 0.400000 0.400000 0.400000
13 1765360823 1.000000 1 1.000000 1.000000 1.000000
13 1765360823 0.400000 2 0.400000 0.400000 0.400000
13 1765360828 10.400000 4 10.400000 10.400000 10.400000
13 1765360833 10.200000 4 10.200000 10.200000 10.200000
13 1765360833 0.600000 3 0.600000 0.600000 0.600000
13 1765360838 6.400000 3 6.400000 6.400000 6.400000
13 1765360838 0.400000 2 0.400000 0.400000 0.400000
13 1765360843 9.200000 5 9.200000 9.200000 9.200000
13 1765360843 0.200000 1 0.200000 0.200000 0.200000
13 1765360848 3.400000 3 3.400000 3.400000 3.400000
13 1765360848 0.200000 1 0.200000 0.200000 0.200000
13 1765360853 3.000000 3 3.000000 3.000000 3.000000
13 1765360858 11.400000 4 11.400000 11.400000 11.400000
13 1765360858 0.200000 1 0.200000 0.200000 0.200000
13 1765360863 1.000000 1 1.000000 1.000000 1.000000
13 1765360863 0.200000 1 0.200000 0.200000 0.200000
13 1765360868 18.000000 5 18.000000 18.000000 18.000000
13 1765360868 0.200000 1 0.200000 0.200000 0.200000
13 1765360873 6.600000 4 6.600000 6.600000 6.600000
13 1765360873 0.200000 1 0.200000 0.200000 0.200000
13 1765360878 3.000000 5 3.000000 3.000000 3.000000
13 1765360878 0.400000 2 0.400000 0.400000 0.400000
13 1765360883 6.400000 3 6.400000 6.400000 6.400000
13 1765360883 0.600000 3 0.600000 0.600000 0.600000
13 1765360888 6.200000 3 6.200000 6.200000 6.200000
13 1765360893 3.800000 4 3.800000 3.800000 3.800000
13 1765360898 3.800000 2 3.800000 3.800000 3.800000
13 1765360898 0.200000 1 0.200000 0.200000 0.200000
13 1765360903 1.600000 2 1.600000 1.600000 1.600000
13 1765360903 0.400000 2 0.400000 0.400000 0.400000
13 1765360908 5.000000 3 5.000000 5.000000 5.000000
13 1765360913 0.600000 1 0.600000 0.600000 0.600000
13 1765360918 6.400000 4 6.400000 6.400000 6.400000
13 1765360918 0.600000 3 0.600000 0.600000 0.600000
13 1765360923 1.600000 2 1.600000 1.600000 1.600000
13 1765360923 0.200000 1 0.200000 0.200000 0.200000
13 1765360928 2.800000 2 2.800000 2.800000 2.800000
13 1765360938 2.600000 2 2.600000 2.600000 2.600000
13 1765360938 0.200000 1 0.200000 0.200000 0.200000
13 1765360943 0.600000 1 0.600000 0.600000 0.600000
13 1765360948 0.200000 1 0.200000 0.200000 0.200000
13 1765360953 3.000000 3 3.000000 3.000000 3.000000
13 1765360953 0.200000 1 0.200000 0.200000 0.200000
13 1765360958 1.200000 1 1.200000 1.200000 1.200000
13 1765360963 1.800000 2 1.800000 1.800000 1.800000
13 1765360973 0.400000 1 0.400000 0.400000 0.400000
13 1765360973 0.200000 1 0.200000 0.200000 0.200000
13 1765360978 2.000000 1 2.000000 2.000000 2.000000
13 1765360988 2.000000 2 2.000000 2.000000 2.000000
13 1765360993 0.200000 1 0.200000 0.200000 0.200000
13 1765360998 0.400000 1 0.400000 0.400000 0.400000
13 1765361003 0.200000 1 0.200000 0.200000 0.200000
13 1765361013 1.400000 1 1.400000 1.400000 1.400000
13 1765361018 0.600000 2 0.600000 0.600000 0.600000
13 1765361028 1.800000 1 1.800000 1.800000 1.800000
13 1765361033 1.500000 1 1.500000 1.500000 1.500000
13 1765361033 0.500000 1 0.500000 0.500000 0.500000
