1765380543	0	1765380544
1765380544	1	1765380555
1765380555	2	1765380567
1765380567	3	1765380580
1765380580	4	1765380592
1765380592	5	1765380604
1765380604	6	1765380616
1765380616	7	1765380628
1765380628	8	1765380640
1765380640	9	1765380652
1765380652	10	1765380694
1765380694	9	1765380707
1765380707	8	1765380722
1765380722	7	1765380723
1765380723	6	1765380743
1765380743	5	1765380757
1765380757	4	1765380784
1765380784	3	1765380803
1765380803	2	1765380819
1765380819	1	1765380834
